  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
7240 |OGLE LMC-CEP-1303                  |cC*|078.5337947812400 -68.6035647785100|     ~   |     ~   |16.953   |     ~   |16.316   |~              |   6|   0
7241 |ZTF J193710.79+254202.9            |cC*|294.2950040999238 +25.7008178921169|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7242 |OGLE LMC-CEP-4542                  |cC*|089.3400323522500 -65.8571414824700|     ~   |     ~   |15.469   |     ~   |15.033   |~              |   3|   0
7243 |Gaia DR3 2033407151960642432       |cC*|297.9990194889821 +30.4941551208525|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
7244 |SV* HV 12106                       |cC*|013.3891949349600 -72.6633365270600|     ~   |17.198   |16.908   |     ~   |16.301   |~              |   8|   0
7245 |OGLE SMC-CEP-306                   |cC*|009.7938489323200 -72.7155381067500|     ~   |     ~   |17.240   |     ~   |16.606   |~              |   5|   0
7246 |OGLE LMC-CEP-1034                  |cC*|076.9585655547500 -69.0457386448300|     ~   |16.58    |16.094   |15.79    |15.422   |~              |  10|   0
7247 |OGLE SMC-CEP-3893                  |cC*|016.7487583598100 -71.8105350791000|     ~   |     ~   |17.214   |     ~   |16.800   |~              |   5|   0
7248 |ATO J310.5590+48.4236              |cC*|310.5590713667579 +48.4236598170478|     ~   |     ~   |     ~   |16.113   |     ~   |~              |   4|   0
7249 |OGLE LMC-CEP-3867                  |cC*|079.8688674676800 -65.2679302249100|     ~   |     ~   |15.827   |     ~   |15.275   |~              |   6|   0
7250 |EV* M31 V0662                      |cC*|010.41763 +40.94978                |     ~   |     ~   |21.20    |     ~   |     ~   |~              |   2|   0
7251 |Gaia DR3 6441785881201461248       |cC*|292.3437672248250 -62.7595370460411|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
7252 |OGLE LMC-CEP-2552                  |cC*|084.0957380655400 -68.8169177721400|     ~   |     ~   |17.230   |     ~   |16.719   |~              |   8|   0
7253 |OGLE LMC-CEP-879                   |cC*|076.2673771101500 -68.7446446731800|15.440   |16.293   |16.090   |15.91    |15.884   |B4IVe          |  10|   0
7254 |V* GT Aur                          |cC*|084.1114765254400 +44.5913630858300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |  32|   0
7255 |BASW 372                           |cC*|010.09294 +40.59331                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
7256 |SV* HV 1717                        |cC*|014.2858722989500 -71.6682577594700|     ~   |     ~   |16.861   |     ~   |16.318   |F              |   8|   0
7257 |OGLE LMC-CEP-4346                  |cC*|086.1933280531400 -63.9364279231900|     ~   |     ~   |15.939   |     ~   |15.269   |~              |   5|   0
7258 |[SC85b] V38                        |cC*|000.50479 -15.53589                |     ~   |21.40    |22.076   |     ~   |21.478   |~              |   3|   0
7259 |OGLE SMC-CEP-3276                  |cC*|015.3919340483583 -71.8151840222342|     ~   |     ~   |17.330   |     ~   |16.737   |~              |   4|   0
7260 |OGLE SMC-CEP-106                   |cC*|007.3360051854000 -73.8298724698800|     ~   |     ~   |16.139   |     ~   |15.611   |~              |   5|   0
7261 |OGLE LMC-CEP-2725                  |cC*|084.6248380885900 -70.0906510323900|     ~   |     ~   |16.415   |15.85    |15.211   |~              |  15|   0
7262 |OGLE LMC-CEP-4653                  |cC*|079.9507683919200 -66.8238457799900|     ~   |     ~   |     ~   |     ~   |14.772   |~              |   3|   1
7263 |SV* HV 11289                       |cC*|012.5393907134500 -72.8601947301000|     ~   |17.591   |17.004   |     ~   |15.978   |~              |  11|   0
7264 |OGLE SMC-CEP-4788                  |cC*|016.2375858732700 -70.7367787313500|     ~   |     ~   |17.102   |     ~   |16.649   |~              |   2|   0
7265 |OGLE GD-CEP-523                    |cC*|157.4595011898700 -59.6039315044500|     ~   |     ~   |12.730   |     ~   |11.135   |~              |   5|   0
7266 |OGLE LMC-CEP-3213                  |cC*|087.1342115446400 -70.4138673880100|     ~   |     ~   |16.329   |     ~   |15.541   |~              |  12|   0
7267 |OGLE LMC-CEP-3469                  |cC*|073.8550531670200 -71.3899887042900|     ~   |     ~   |15.489   |     ~   |14.695   |~              |   6|   0
7268 |OGLE GD-CEP-711                    |cC*|177.8413980890879 -62.9771572381053|     ~   |     ~   |18.705   |     ~   |15.130   |~              |   5|   0
7269 |OGLE GD-CEP-792                    |cC*|187.1702915992800 -64.7087262834200|     ~   |     ~   |18.036   |     ~   |15.227   |~              |   6|   0
7270 |PSO J009.6676+40.6441              |cC*|009.6675953489500 +40.6440201714300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7271 |OGLE LMC-CEP-4567                  |cC*|090.6211027019100 -67.0581638238800|     ~   |     ~   |15.224   |     ~   |14.560   |~              |   4|   0
7272 |Gaia DR3 5254134412108972928       |cC*|160.2065732728162 -60.6953114669692|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
7273 |OGLE LMC-CEP-3149                  |cC*|086.6016356501700 -71.1097968868100|     ~   |     ~   |17.268   |     ~   |16.671   |~              |   8|   0
7274 |OGLE LMC-CEP-227                   |cC*|073.0654083127800 -70.2420117717800|     ~   |     ~   |15.317   |     ~   |14.438   |~              |  58|   0
7275 |OGLE SMC-CEP-3235                  |cC*|015.314771 -73.184914              |17.93    |17.64    |17.38    |     ~   |16.87    |~              |   9|   0
7276 |OGLE GD-CEP-1733                   |cC*|213.8253769108287 -63.0378854245714|     ~   |     ~   |17.572   |     ~   |15.176   |~              |   2|   0
7277 |OGLE SMC-CEP-4837                  |cC*|018.5870578333200 -74.3646950764700|     ~   |     ~   |17.308   |     ~   |16.759   |~              |   2|   0
7278 |OGLE SMC-CEP-992                   |cC*|011.8720692942000 -73.5076372205000|     ~   |     ~   |16.193   |     ~   |15.287   |~              |   7|   0
7279 |ZTF J200738.82+325815.5            |cC*|301.9117822818471 +32.9710193920600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7280 |OGLE SMC-CEP-1544                  |cC*|012.6972111626500 -73.4451892989600|     ~   |17.723   |17.297   |     ~   |16.689   |~              |   5|   0
7281 |OGLE LMC-CEP-2787                  |cC*|084.8289203772900 -71.1904521284300|     ~   |     ~   |15.420   |     ~   |14.692   |~              |   6|   0
7282 |OGLE LMC-CEP-3002                  |cC*|085.6812185018500 -70.4949126870800|     ~   |     ~   |16.666   |     ~   |15.789   |~              |  10|   0
7283 |OGLE GD-CEP-1357                   |cC*|117.2017327978000 -34.9236538991600|     ~   |     ~   |16.111   |     ~   |14.259   |~              |   6|   0
7284 |[DHG2019] 1097                     |cC*|268.49567 -26.60469                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7285 |OGLE BLG-CEP-53                    |cC*|264.24387 -29.86925                |     ~   |     ~   |     ~   |     ~   |19.750   |~              |   5|   0
7286 |OGLE LMC-CEP-4705                  |cC*|090.8549794885500 -66.5234582985600|     ~   |17.04    |16.677   |16.12    |16.001   |~              |   5|   0
7287 |SV* HV 5946                        |cC*|083.8898821083300 -70.9913912369700|     ~   |     ~   |15.776   |     ~   |15.049   |~              |   9|   0
7288 |ZTF J194120.21+164717.6            |cC*|295.3342475828496 +16.7882221281961|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7289 |DIRECT V5794 M31D                  |cC*|011.0323233913400 +41.2943617832400|     ~   |     ~   |21.40    |     ~   |19.75    |~              |   4|   0
7290 |OGLE SMC-CEP-4822                  |cC*|017.7090138912800 -71.1374697093100|     ~   |     ~   |15.573   |     ~   |14.984   |~              |   3|   0
7291 |OGLE GD-CEP-1564                   |cC*|292.5037812194646 +23.4193778418036|     ~   |     ~   |     ~   |     ~   |16.642   |~              |   3|   0
7292 |[MAP97] 39                         |cC*|010.5373895401900 +40.8022043845700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
7293 |OGLE SMC-CEP-3812                  |cC*|016.5355213425900 -71.8216104103700|     ~   |16.630   |16.305   |     ~   |15.787   |~              |   5|   0
7294 |OGLE GD-CEP-624                    |cC*|166.5814131207700 -61.5663741885300|     ~   |     ~   |14.196   |     ~   |12.547   |~              |   5|   0
7295 |OGLE GD-T2CEP-124                  |cC*|253.1349038837699 -40.2323987059700|     ~   |     ~   |15.993   |     ~   |13.805   |~              |   2|   0
7296 |OGLE SMC-CEP-3362                  |cC*|015.5672042894600 -72.7400949324100|18.37    |16.95    |17.36    |     ~   |16.37    |~              |   5|   0
7297 |OGLE LMC-CEP-3783                  |cC*|078.9116357728900 -65.2582560748400|     ~   |     ~   |16.149   |     ~   |15.417   |~              |   7|   0
7298 |OGLE GD-CEP-1077                   |cC*|235.3778965943225 -57.5245710650778|     ~   |     ~   |17.828   |     ~   |15.058   |~              |   4|   0
7299 |OGLE LMC-CEP-4270                  |cC*|085.2280931772700 -67.2316734823900|     ~   |     ~   |16.543   |     ~   |15.913   |~              |   4|   0
7300 |OGLE SMC-CEP-3458                  |cC*|015.7644620209500 -73.5041551149400|     ~   |     ~   |17.491   |     ~   |16.851   |~              |   5|   0
7301 |OGLE GD-CEP-296                    |cC*|133.7652836053600 -48.3490368481500|     ~   |     ~   |17.298   |     ~   |14.004   |~              |   6|   0
7302 |OGLE LMC-CEP-2590                  |cC*|084.2192753131900 -70.1599645171000|     ~   |     ~   |16.787   |     ~   |15.720   |~              |   8|   0
7303 |OGLE SMC-CEP-149                   |cC*|008.0416426919400 -73.0944477935900|     ~   |     ~   |17.645   |     ~   |17.190   |~              |   4|   0
7304 |MACHO 8.8301.424                   |cC*|082.8886478198600 -68.0775671780700|     ~   |     ~   |     ~   |16.15    |     ~   |~              |   2|   0
7305 |PSO J010.2073+40.5476              |cC*|010.20740612000 +40.54766963000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7306 |OGLE LMC-CEP-36                    |cC*|070.5490236179300 -70.2338886294900|     ~   |     ~   |17.187   |     ~   |16.416   |~              |   3|   0
7307 |ATO J318.1744+52.5020              |cC*|318.1744239864696 +52.5019962502408|     ~   |     ~   |     ~   |14.831   |     ~   |~              |   4|   0
7308 |[MAP97] 25                         |cC*|010.4847563951500 +40.7732041760600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
7309 |OGLE BLG-CEP-135                   |cC*|270.4476737481900 -24.0520962181000|     ~   |     ~   |     ~   |     ~   |13.745   |~              |   6|   0
7310 |SV* HV 12797                       |cC*|080.5997776428263 -71.9885351411032|     ~   |15.318   |14.739   |14.615   |14.111   |~              |  11|   0
7311 |OGLE LMC-CEP-2487                  |cC*|083.8660700795500 -71.0451873363500|     ~   |     ~   |16.912   |     ~   |16.241   |~              |   4|   0
7312 |OGLE BLG-T2CEP-764                 |cC*|267.6757206048800 -23.6621606608900|     ~   |     ~   |17.420   |     ~   |14.472   |~              |   6|   0
7313 |OGLE GD-CEP-1568                   |cC*|292.87825 +22.63994                |     ~   |     ~   |     ~   |     ~   |14.311   |~              |   3|   0
7314 |V* PV Cam                          |cC*|059.0932650961600 +57.2572958727100|     ~   |11.7     |     ~   |     ~   |     ~   |~              |  18|   0
7315 |ATO J326.9853+44.1398              |cC*|326.9853977556375 +44.1398543940328|     ~   |14.738   |13.907   |13.731   |     ~   |~              |   5|   0
7316 |OGLE LMC-CEP-4242                  |cC*|084.8259529775000 -66.1478627592700|     ~   |     ~   |17.197   |     ~   |16.799   |~              |   2|   0
7317 |PSO J009.8451+40.8041              |cC*|009.8451247187600 +40.8040841627200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
7318 |OGLE SMC-CEP-4515                  |cC*|019.0961560364300 -72.5751550431100|     ~   |     ~   |16.441   |     ~   |15.908   |~              |   6|   0
7319 |OGLE LMC-CEP-1371                  |cC*|078.8474994808200 -69.0794695238400|     ~   |     ~   |15.896   |     ~   |15.184   |~              |   8|   0
7320 |OGLE GD-CEP-578                    |cC*|162.0079792392600 -59.3268660178200|     ~   |     ~   |19.087   |     ~   |15.559   |~              |   5|   0
7321 |OGLE LMC-CEP-3067                  |cC*|086.0965947656100 -70.4403029141900|     ~   |     ~   |15.695   |     ~   |14.866   |~              |   9|   0
7322 |OGLE SMC-CEP-4773                  |cC*|015.6778011546500 -71.1393950772500|16.77    |17.18    |16.50    |     ~   |16.57    |~              |   5|   0
7323 |OGLE GD-CEP-888                    |cC*|198.0613180805408 -63.7180977495847|     ~   |     ~   |     ~   |     ~   |16.700   |~              |   4|   0
7324 |ATO J292.9870+08.0528              |cC*|292.9870614913700 +08.0528959731400|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
7325 |OGLE SMC-CEP-4594                  |cC*|020.1066428826800 -73.3585513182400|     ~   |     ~   |16.439   |     ~   |15.837   |~              |   5|   0
7326 |SV* HV 1384                        |cC*|010.9422484671700 -73.1175558534300|     ~   |16.287   |15.804   |     ~   |15.092   |~              |   9|   0
7327 |EV* M31 V0667                      |cC*|010.42646 +40.90683                |     ~   |     ~   |20.40    |     ~   |     ~   |~              |   3|   0
7328 |OGLE SMC-CEP-1194                  |cC*|012.1570096247500 -73.0618536098200|     ~   |17.242   |16.507   |     ~   |15.539   |~              |   5|   0
7329 |OGLE GD-CEP-589                    |cC*|162.6015377141000 -58.7557545938400|     ~   |     ~   |15.593   |     ~   |13.149   |~              |   5|   0
7330 |[BMG2013] V42                      |cC*|149.84229 +30.78392                |     ~   |24.053   |23.707   |     ~   |23.224   |~              |   1|   0
7331 |SV* HV 10386                       |cC*|027.0765548109600 -73.0584637384000|     ~   |15.55    |14.210   |     ~   |13.326   |~              |   7|   0
7332 |V* SX Per                          |cC*|064.2752767073700 +41.7318379705800|     ~   |     ~   |     ~   |     ~   |     ~   |G              |  81|   0
7333 |OGLE GD-CEP-234                    |cC*|128.2644705043400 -46.2535861942000|     ~   |     ~   |13.851   |     ~   |12.359   |~              |   5|   0
7334 |OGLE LMC-CEP-4186                  |cC*|084.0544781217600 -64.3246363455400|     ~   |     ~   |16.322   |     ~   |15.753   |~              |   4|   0
7335 |SV* HV 12823                       |cC*|082.5461820434200 -71.7681694950900|     ~   |     ~   |14.571   |     ~   |13.831   |~              |  22|   0
7336 |OGLE SMC-CEP-4540                  |cC*|019.2987103837000 -71.5188772183500|     ~   |     ~   |17.330   |     ~   |16.704   |~              |   4|   0
