\ EQUINOX = 'J2000.0'
\ Query
|   ra            |   dec           |
|   double        |   double        |
|   deg           |   deg           |
 167.2997228163404 -60.7800306426939
 304.2238065058500 +38.8670615102436
 017.9509460716000 -73.2424421200800
 073.28858         -68.21125        
 017.6613652807100 -72.9015502851000
 073.7307095113400 -70.2563287682600
 120.0030193498750 -32.0687233684397
 267.57308         -27.13703        
 147.1728728185200 -55.5195418877200
 078.7977085381300 -69.2520936047200
 013.5778885546000 -72.5549488311500
 008.6368439713600 -73.2011990171000
 011.40954502000   +41.87384624000  
 023.5273433475400 +30.6379284639200
 083.4110849840400 -65.3694815201400
 023.5049840480100 +30.5203896309600
 083.8445097830400 -66.3961495063300
 149.87004         +30.74325        
 084.4065529137300 -70.4311885482200
 138.02304         -54.10011        
 074.1733773213600 -68.8109313931800
 011.34930027000   +41.91030146000  
 017.1960810614900 -74.1570817418800
 011.2855188353738 +42.0993948394606
 010.36969322000   +40.65837976000  
 322.4079005064180 +55.7970053846172
 012.1477277486100 -73.3493607873400
 013.1464441438400 -72.9527272464400
 016.4414055740800 -71.5362748620700
 073.2170283949000 -69.2404603963500
 010.44541         +41.30141        
 013.99183         -72.44261        
 016.0715599027000 -73.2168171896500
 072.4999897800400 -67.9245822102500
 080.6669060341479 +41.7172089121581
 023.2817931614850 +30.4802723764806
 223.7400683692725 -60.3443298499917
 014.1194464829300 -73.5830715555600
 353.3315478816004 +58.4632771383831
 010.1880693773700 +40.7391523007900
 081.4392541798900 -69.5206481619100
 090.1709486150900 +30.8924824143600
 266.52163         -26.30956        
 105.8769615006500 -15.5433463942500
 081.4743911540300 -66.1064904126600
 011.6731416904000 +42.1474165021900
 082.1308110918300 -69.9693442001700
 083.5264639166600 -69.6099457235300
 014.7750200394200 -73.3159506879700
 011.6864325517500 +41.9686916915700
 284.0553060397600 -02.4150563628700
 009.92671438000   +40.52023164000  
 225.95679         -58.90414        
 010.9365496910500 +41.2504197121600
 011.5483173916900 +41.8692254147900
 314.1788726525000 +40.2584940488300
 076.7588176262400 -68.7108784591700
 010.20619645000   +40.88312290000  
 083.3268531587500 -70.1676184627700
 258.2720385011545 -43.3833201326344
 021.6167114470600 -71.7543274089900
 080.5542182450600 -69.4403694849900
 016.2886914893700 -71.9694888175500
 009.9811703450300 +40.7942264697000
 087.0138408887600 -70.5860482231600
 138.6138495190600 -47.3183235030200
 012.8730884442000 -72.7792011084200
 127.5411710383200 -41.7189737617200
 014.5716706212000 -71.8650398153600
 013.7207554098500 -72.5852967506900
 082.7496469585800 -69.8211772136200
 084.5976043503200 -65.8147683914300
 011.4097244180400 -73.0423549107900
 013.5402389840200 -72.7272923249400
 149.82087         +30.76058        
 227.37296         -58.73411        
 076.9183551598600 -65.7501627703700
 010.1339697142175 +40.7450633072694
 264.3378339821900 -03.2124933099200
 085.8060355827400 -67.4635288560700
 088.1765621567746 -67.4941256017122
 085.9385247016300 -65.1154583160900
 083.6135751132600 -65.9732067432800
 081.3465397561200 -66.5936233839000
 015.7355445733200 -73.4172310435300
 089.2706285893300 -64.9746927448100
 082.5954563694200 -70.6400606062000
 010.1203840226100 +40.7968601945300
 013.6417240481700 -73.0565848062200
 315.8080549206209 +47.8887128845080
 079.3754230091500 -70.2084494281200
 287.26733         +11.49844        
 230.23521         -57.43275        
 013.0605898095300 -73.7259799332100
 263.6786392459462 -17.6975070194253
 010.2701289422446 +40.6166561991606
 011.0663298834000 -73.3986054553600
 289.1768670650600 +11.3936040750908
 168.5001746120600 -57.9109085732900
 195.0352418184204 -65.0489585421514
 072.2682665793100 -69.1118887827000
 073.7318587026700 -68.9402449669900
 237.18646         -55.04856        
 078.8506520191400 -70.1810943272900
 080.6711012525100 -69.9786603300300
 010.2044725989712 +40.5849135137317
 149.85454         +30.74275        
 077.0302374037900 -68.6855570351100
 091.4841972640400 -68.2895027933600
 103.4437446450000 -03.6238445041500
 078.2087083550900 -71.9943212184400
 079.2276444159000 -66.6274816539100
 023.9333273686900 -73.0754122871900
 009.9512597017500 -73.9153996504100
 012.3410503637900 -72.9961601157000
 253.52929         -43.53153        
 251.91813         -45.03044        
 012.3163103966246 -72.8796104810955
 013.3849683509500 -72.9874087821900
 286.83508         +08.41003        
 013.1004114602000 -73.5197481082200
 010.4564917322204 +40.7255878889764
 272.5088843768200 -13.5459642115000
 083.4131841595200 -71.2721746600000
 023.1517647069700 +30.5285421743100
 092.5909727011500 -68.4272107447100
 015.24700         -72.62194        
 080.4774609559700 -69.3848290255000
 010.15123         +41.02824        
 009.96675607000   +40.79994696000  
 083.2049603137000 -66.4851155188800
 083.4334606677100 -68.3728487000500
 009.98891536000   +40.66861293000  
 014.4136257482700 -73.5846680830000
 012.6166337189700 -72.2959653599100
 023.5444682118621 +30.3859298062681
 073.8803909346000 -68.8834532321200
 010.30358133000   +41.26914245000  
 016.0201681651400 -73.4071880263900
 246.88137         -49.22428        
 188.5331198464400 -62.3389467740500
 082.8155547034600 -71.8700965545900
 010.18619121000   +40.93808835000  
 014.6457696475200 -73.4426268850700
 159.3219549633000 -62.7228708229019
 009.3794832320700 -73.7652740607500
 212.61421         -62.29436        
 268.7036440520599 -18.7349488465000
 077.8390731440500 -66.3481370072400
 082.2770626240500 -69.1761900547500
 136.3067627245438 -80.1072194037592
 081.4191977130113 -69.8370858112645
 075.4972209224900 -69.0886553948500
 010.1539540681400 +41.2510094611000
 102.7177850478000 -01.4292301474900
 260.07350         -37.14136        
 010.23019         +40.57387        
 088.0544137275500 -68.1091501992900
 017.9357684765100 -71.3611891365800
 332.2620844081500 +51.0458567183600
 015.44417         -73.04661        
 011.27122882000   +42.09426364000  
 014.1442844467500 -77.9203096853900
 285.5108308255200 -03.7586903788300
 258.63971         -32.45350        
 010.54125694000   +40.79387121000  
 010.65942890000   +41.54085867000  
 014.2216768008088 -72.8138872438614
 009.7269015931100 +40.2848204659400
 078.3394273682600 -73.1885968496100
 328.7779478157362 +61.5968689159922
 281.6453122447341 -04.5835613333197
 015.8784638914300 -71.4989261325900
 018.6660250931700 -72.4984844895300
 078.8993874931400 -70.5077919300700
 007.0055387852300 -74.0814408453100
 010.0998354494400 +40.6147546938900
 015.1665783454400 -73.3021059009500
 016.4934314467000 -73.2547007071800
 023.2863451518521 +30.4788054843689
 131.5682687685300 -45.4655946063900
 080.6217882786600 -70.1547101587200
 087.2202071356000 -70.0174705956300
 083.2375695790600 -66.7967565013100
 016.3588908392300 -72.7608741443000
 116.3672614159679 -36.5801236432439
 127.8424101253700 -41.9083783015600
 148.1196258162363 -60.0815734338378
 013.2851346972000 -72.4695323424800
 147.7494792188300 -57.5658929107000
 081.4157885843600 -70.0257983387800
 075.4575506044129 -69.2121634549528
 080.5342728082300 -65.3741286411000
 082.16508         -70.01283        
 316.9441665906700 +46.7369940501200
 015.3845645078100 -73.6596577853100
 010.35167         +40.70133        
 014.1666257814200 -73.7716025043800
 281.4725082678571 +07.4027385833697
 011.1837027559300 -70.3444508579400
 017.1523931408600 -72.5805844812700
 014.3831684292100 -72.7547555982800
 012.9901547887000 -73.2467844671300
 084.9347081392100 -69.6302070869400
 085.7960560392400 -70.5847596003000
 080.9100674491000 -72.8742395082000
 084.0371230411500 -69.8349156146100
 010.1472558219500 +40.7685875907300
 018.1152978445400 -72.1672658617200
 010.2273729301600 +40.8946293407800
 013.9088759315000 -72.7210486013000
 016.0645396813100 -72.7556343604300
 073.5802920060500 -65.1787396381100
 080.0717948359400 -69.5031273977700
 013.0200594762400 -72.9680729781600
 014.3816701021300 -73.1057734067400
 111.8551142390604 -31.1148636518464
 011.4406337150800 -73.5374878289100
 268.4522266685400 -28.4213186712300
 302.6915176680263 +33.6123891010697
 012.8182652056400 -73.8659061121700
 016.8369176904204 -73.2120347562922
 083.8649498728563 -70.2037138160178
 081.8377170498900 -70.0109172203700
 088.3092384370200 -68.3825270289600
 025.1654543012600 -74.5453826471700
 269.61117         -23.86897        
 012.0256063090500 -73.2552977156900
 017.0842519985000 -71.2321642636900
 082.8781155371200 -69.7410068580800
 084.6281378805400 -66.5075472360100
 019.2551068548300 -73.3238297699100
 009.94058         +40.50917        
 022.4623149454300 -73.5275883822900
 114.2668887054192 -34.1303148996308
 125.3608789233500 -38.4217144810300
 072.2852834864700 -72.6134381020300
 018.3723546130200 -73.5161716319100
 012.1556423699000 -73.0390554254000
 010.4541517528900 +41.3038184105500
 011.2739107866400 -73.3243291819800
 018.8069767037400 -72.6907753719300
 076.0181414329000 -66.2798073953900
 017.3256156243200 -73.0285239373500
 020.3707598358500 -72.9851794913700
 010.4528956253800 -73.1175971634900
 017.6984922355700 -72.6622950651800
 219.7191497574700 -59.7475834558500
 015.1105685606937 -71.9274236315370
 081.3301810972100 -65.9578120520600
 039.6642892605400 +52.2574939071300
 283.9914331223699 +12.0037282946800
 023.2581861301000 +30.6094684542000
 011.5697553554600 -72.7940559547100
 262.26212         -34.82517        
 009.79084946000   +40.56626388000  
 014.0374550486000 -72.9217987052900
 009.4164728288717 +40.0943228098881
 010.03532457000   +41.01269486000  
 011.0784675124800 -73.2135205669600
 077.6511884868900 -67.8570995112500
 011.2703940188900 -72.9365187088700
 018.2230782497200 -73.5508469112900
 085.7063494032400 -70.1167324325700
 112.9556491156100 -22.1228568873900
 181.6676985603600 -62.5968458488900
 073.7179473171200 -69.2444534599900
 030.6413008097500 -75.5133341107200
 267.86358         -27.20278        
 074.7945095025600 -70.1706298598500
 010.5970054271600 +40.9868986862100
 017.3442480728800 -71.2441132317200
 082.6695140365700 -69.7524953650400
 078.5808512062700 -69.4900933754300
 086.8522717408600 -70.7593192022300
 022.7074085275400 -73.9565317347800
 013.6492426012900 -71.9434562286700
 091.3518186032200 +28.7897048447600
 010.3818518230650 +40.6828486916067
 012.7718374168800 -73.2477637802200
 013.4685068631700 -73.2836338321200
 077.0508812315200 -67.8546751653100
 015.6218906654400 -71.3459962321000
 075.9384154529574 -65.8230000478819
 285.0050056234500 +11.7079383367400
 077.9865637358200 -70.3160714474200
 015.8311707562200 -70.9342710634900
 135.3442164595600 -51.7981711328400
 012.3273591229183 -72.6592728259370
 120.7041421336800 -38.2447767455900
 010.6958416511700 +41.6227299897300
 303.3379202208920 +40.1900941714433
 076.6333385548100 -66.5351781272100
 012.2991384106000 -72.9598558962500
 085.6187270479300 -69.7823193027600
 266.1411905409800 -27.1423549987600
 011.3017647936000 -73.5547610832300
 013.4325148375400 -73.4737336847300
 011.8922758155200 -72.8655151185000
 074.5937266648500 -71.7650649574600
 035.0648341472958 +59.7863856935914
 013.2482180174500 -72.9349069251900
 090.0996685231700 -68.5562440690200
 011.2189391332262 +41.4750222152131
 264.10400         -33.15628        
 011.29719359000   +41.55679728000  
 085.0263506338700 -70.3920647334300
 009.9641692299600 +40.9785369188300
 023.2807958406429 +30.7172579785450
 111.79972100      -30.24039800     
 010.2267653619100 -74.2303739478800
 131.2788296764400 -48.1796145196100
 299.8810356853409 +33.7487028113783
 076.0325977306300 -65.7895201158800
 080.89362         -69.72981        
 077.5967172439413 -67.9729538791317
 014.5846473775100 -72.6187044050800
 009.3151942460200 -67.0411656638400
 019.8530004449196 +63.9857315938861
 086.7899994660500 -67.3685391012100
 264.1304899667459 -27.4708197574386
 014.593447        -72.343834       
 012.7970149231700 -72.8837182632200
 074.0749354428000 -68.2740674250500
 189.5286072063600 -66.3830784714100
 140.8646550454800 -48.5214669888000
 013.7984393724600 -72.1870740890100
 081.3720254505000 -69.9201855828300
 076.4388120215100 -71.3348476136700
 010.23646         +40.58892        
 162.0827251482800 -59.8123570055100
 087.8586084889100 -67.5873124021700
 071.8336409649500 -69.9449858692500
 010.0592480374446 +40.6557600035017
 085.1823375448600 -70.3480718906400
 267.5803517044500 -37.1141708343400
 014.7301907760100 -73.5507415426800
 171.6464954876700 -65.5821834479600
 014.3263603781200 -73.4078060354100
 084.2654389881400 -70.9840301906700
 303.4103602567879 +40.5875250581350
 013.3330773411300 -72.2939881431700
 085.1465867424100 -69.0992818117000
 280.9312965333500 -07.7310992146400
 073.2520879570300 -68.8970196244400
 257.5346208941800 -60.6620472696400
 010.5909456373700 -72.1981213294300
 079.1114583332200 -65.4822976341100
 010.30597581000   +41.15105674000  
 196.2985386879000 -65.3222921073000
 015.3746776590700 -72.3025109300800
 081.4237994468500 -64.6172656237500
 082.7325479617300 -70.1728721341300
 081.2196171695400 -70.0154327819100
 009.9151605234300 -72.6538809447800
 011.9650259036200 -74.6646757345000
 293.8067788489800 +19.2024081202000
 083.3741460356600 -70.2763680593400
 016.0904938916150 -72.6070183732089
 206.0584870800500 -63.6738204151200
 012.7636573386500 -73.5755230591400
 088.2341717401900 -69.7900796838100
 007.2519079749100 -75.2085530012600
 084.2273090890983 -70.1582803574306
 199.3095130745100 -05.0828417077000
 268.8509333836674 -29.2365169163619
 131.6573515623400 -80.8227035648000
 074.8172926778900 -69.1367753306400
 013.3805988599800 -73.2063200598500
 010.2601009860100 +40.5906850498800
 026.7996641677800 +61.4224872610300
 154.5966071902400 -58.1116291410600
 113.0450565686500 -32.0990476028800
 080.5947884798200 -68.9581133811100
 111.7013645788871 -21.0162047253581
 315.4723827529499 +46.4823887712389
 019.4239461415500 -72.3873651494800
 269.77046         -22.59411        
 082.6407562464800 -70.8178307544400
 014.5648529453800 -73.3085851259700
 011.6954924344800 -73.4073837181200
 255.8651180816091 -34.3902326818908
 329.4663557940600 +61.0188630495700
 076.2729640267100 -69.2514150535100
 167.1474531910000 -58.9750386334922
 014.9641257879800 -73.1152523277300
 007.0069424085700 -73.4098320879300
 078.9594184465200 -64.4538184943300
 077.4040000889200 -68.0454613970200
 163.3078870681800 -59.5323611900600
 083.3947754605000 -68.6766070479800
 139.9848928300200 -54.4428087032800
 078.4167870126200 -65.5147321913300
 071.0255140559900 -70.0955098103000
 017.8209304727800 -73.8638347411500
 010.36815521000   +40.71610699000  
 084.4349800662800 -67.3132013405100
 135.5762964146100 -53.2839098190400
 016.4299243910300 -72.1877684059400
 082.9611368663300 -67.6327404993900
 311.5522928747700 +45.4786159105400
 074.8782977828000 -68.1487069438000
 275.6790800769038 -07.1077124240631
 078.4601156424200 -69.0836924992000
 015.2626161926800 -72.9816146018600
 073.4615317823900 -74.6338952806000
 013.5547984343000 -73.6695740618900
 009.6861578161200 -72.7869443218800
 347.8669147864929 +60.9879243503250
 014.2643103195200 -73.7710220984100
 082.9025833880200 -69.9453457873500
 073.7951770164600 -65.4009023475800
 119.1538867351000 -30.9528028300700
 287.1801396153929 +14.6129625990978
 082.5687132301800 -70.8249653728700
 010.0513853547846 -73.8424936327014
 009.39404         -73.76947        
 084.6292084502500 -69.4913237853500
 006.0193590893800 +61.3416477305900
 011.2477570283100 +42.2547182306800
 211.5464674563200 +35.8633526418600
 081.7392672751300 -68.0180209353500
 017.7076871207200 -73.2897216819500
 182.1706868188041 -62.9985822649575
 012.3006438433200 -72.5961072451900
 017.9898142626700 -73.3523760996100
 242.4842231606099 -52.0491935691700
 012.2725856716000 -73.0698634993600
 300.8945875854599 +39.1596480429600
 103.5563829260500 +07.9414193171800
 017.6625178025300 -72.8027601530900
 076.4332911794800 -68.9975503105500
 212.0713764318100 -61.7364258857900
 010.09571         +40.74517        
 088.6373962832900 -66.7063326160400
 015.7529183527000 -73.3047937108100
 017.8498897303100 -72.4507807660600
 268.3110105193699 -34.2624587836000
 010.19682146000   +40.92881058000  
 078.7232608842800 -71.1910272922800
 260.17446         -35.88419        
 286.5130755878000 -18.4282381208500
 081.4986320233000 -70.7872401467400
 208.22192         -62.14450        
 329.0254903283225 +56.7550628470569
 214.13942         -60.62644        
 204.9897902279800 -63.7964915836700
 014.4916781733500 -73.7215683100200
 010.0185313642238 +40.5768217925247
 157.7169915838263 -59.2266466748906
 267.93250         -26.51981        
 011.5431616543300 -73.0155350566500
 280.8587782763600 -10.7409204045400
 076.3870089082500 -65.9850628592000
 023.4327502892000 +30.5458478512600
 083.6605024491200 -70.0788739029300
 073.3907157754200 -69.7592940904100
 074.6719788082400 -68.8651909605500
 013.8435486362500 -73.6250349093700
 068.7737998200900 -70.4241388263400
 309.3910592902004 +38.0616867889211
 012.8398288656896 -73.5969395612256
 005.9270987023954 +63.9077173725219
 338.4222877599800 +57.3183055771500
 023.3753725537400 +30.6105600110300
 352.15417         +14.74947        
 083.5314532444300 -68.7268655695900
 084.7989633690233 -71.2265603021339
 071.9908521924900 -70.3259798683500
 011.88371         -73.19797        
 262.8411683141500 -17.7276452514000
 010.9650783878500 +41.6204396824200
 113.3979284478900 -25.8436744615900
 016.6250709359200 -72.0207626761200
 259.1030375468816 -54.0897359479658
 088.2394326412033 -70.6017244092667
 013.4909585591900 -73.0521260340200
 029.1990537604200 -73.8270095392700
 171.4930013699804 -61.7385593224292
 018.9634987015500 -71.7040531717300
 269.5167703362740 -27.7045134783025
 073.6021293023500 -68.7754317176200
 083.1920062652600 -69.8714427439800
 087.0131138592600 -67.2079054365000
 254.59062         -42.49081        
 071.8506574018600 -69.7219587929600
 013.2915421786300 -72.4709808652400
 074.5693227335000 -70.6297765198200
 015.6621905401400 -73.1819250260300
 078.7375916387300 -68.9441090040000
 016.0376080044100 -72.4943842628600
 226.4836948230200 -58.1787721002900
 126.5984450591100 -42.3301035935900
 341.2351308258346 +60.4715104798233
 082.9345185467100 -69.9698076408000
 018.6852239820600 -75.1274170743700
 011.3103047310500 -73.4907483845100
 098.6470579926700 +13.0790855591600
 080.2314684010800 -66.6620469882900
 080.7471997988500 -65.1746245226900
 087.1256046127500 -66.6546540872600
 012.4770878933700 -73.2231037840900
 085.7201080351900 -67.2886956230600
 012.7350501333200 -73.8191221488600
 009.7838157693000 +40.6074074161900
 123.65129         -34.00328        
 253.6239248366891 -41.2746861329308
 003.9858363331700 -73.0081334820900
 004.4819346237000 -73.3519969203700
 010.71698637000   +41.03719932000  
 011.46106010000   +41.97143418000  
 084.1634885557100 -67.9962477493300
 010.1503278770700 +40.6545102689300
 015.8009291075563 -73.3206403590992
 010.18177258000   +40.60101584000  
 038.6304175681300 +58.8316229144100
 085.3085075610400 -70.9342709874800
 292.5855177625754 +19.0384958518531
 014.6555129161800 -73.2132555627700
 123.3512996861500 -42.2756886440300
 078.4098289882300 -70.3417055706700
 075.3058487340100 -68.2780308277100
 015.5063696616000 -72.9830068720600
 018.2792168687200 -72.7680885926900
 013.4411277696100 -72.5384785450600
 079.2547419322700 -66.1429188180100
 077.1601533764200 -68.5115183927100
 075.4664708979800 -69.3895056375700
 010.1326135869800 +40.7126627351900
 147.8495097282400 -53.1926194023400
 014.9866037261500 -72.9579863218800
 286.1642325961800 +01.3061552295900
 269.21704         -23.82089        
 101.8602372995000 +04.1909156692700
 009.93278855000   +40.48604723000  
 081.2672577820100 -70.1081682657200
 277.1406722968091 -10.4617357068875
 010.53003         +40.95214        
 011.2929219501400 +41.8860802746000
 083.7909779468792 -70.2459399980817
 078.8066689663454 -68.8805785737136
 015.3783433678600 -73.4175614543700
 084.7392356608500 -70.5743456746300
 288.9118569730842 +15.6438334559306
 088.9882184790800 -69.5351556479100
 281.3572553635349 +11.6729672669842
 171.0080975602500 -64.0744255240000
 079.2908797492300 -69.3483195773500
 012.9810793398200 -72.7129063523900
 220.4818456165700 -19.6327589391800
 259.08279         -37.70650        
 086.4188702312800 +18.6568944308300
 080.1558002489900 -69.5157350174500
 015.5916564071700 -71.1689795459800
 258.37542         -38.69944        
 111.658877400     -31.376598700    
 168.5883999425900 -60.0529251911900
 017.3767919773200 -71.8065695660900
 082.5580239348921 -70.0636858015872
 010.54368085000   +41.55314194000  
 010.20221606000   +40.52756496000  
 080.6674328857900 -70.0109943536900
 085.2187092283300 -70.9751153814900
 013.8957708087400 -72.7797275766800
 010.4900927692600 +40.9236592444700
 013.0872443667400 -73.4553999258300
 229.7722264383866 -59.7840050161819
 020.3377972597400 +64.1007862088200
 085.4741223255300 -67.7313340742100
 015.4926081769100 -73.3719196077500
 252.1472499483550 -41.9001570817750
 267.91733         -26.17775        
 152.6533707477700 -58.2963780790700
 074.5771363458000 -69.3669357255700
 187.9180431510600 -59.4239235250900
 080.8790387110600 -69.9718652366300
 294.0049890802313 +20.0279938987914
 150.01400         +05.32856        
 083.5200110376600 -68.6412805911300
 016.4378311828500 -73.1053762416300
 014.4339871482800 -71.7048287191400
 083.1150817815900 -65.4931680054000
 077.7225587846800 -66.0099642664900
 015.1767285836000 -74.3022786486100
 073.1248135022100 -71.2660870726100
 232.7075955482500 -65.5993258476500
 080.6136341471225 -66.1531083218175
 068.6841065563488 +46.0331586340394
 084.2750851286000 -69.9433468995400
 165.2944489129575 -59.5637223809436
 014.5533515325900 -73.6494780948900
 012.9530907239000 -73.1558486542500
 075.6484807515500 -66.3508838875400
 218.1378472838700 -56.8877150360000
 227.1206198309062 -60.5712773747311
 074.0675628429100 -68.6819992576600
 073.0168096444200 -68.4217717079300
 013.3278030408700 -73.0617754256900
 113.5630940246200 -28.6246590292600
 278.8906305459979 -11.7265504052272
 083.9051465026600 -66.9959736057600
 076.1311224801192 -69.2307627403178
 010.49512         +41.22622        
 267.7209307125479 -12.2253977721183
 077.0759943404900 -68.7797384097000
 017.8968555488400 -72.2963393177900
 010.5480954186500 +40.7639894677600
 265.7808885263199 -26.5897908904600
 302.7455749036346 +33.7277037221433
 081.1567955439200 -72.4402913512000
 299.9778153217761 +31.2369063999444
 074.1395322006200 -67.2934502787300
 130.4032528194100 -44.8501127692700
 229.71550         -57.92644        
 010.19712         +40.58478        
 296.1852560609546 +29.9790212867328
 210.9018549776600 -61.2284541838100
 263.0698490767671 -42.3221162850753
 059.3739273425500 +54.9380764751600
 010.1463248289800 +40.7759384544900
 075.2798365572300 -70.3657326842700
 078.1862355532400 -70.5764620829700
 016.0087358564200 -73.1536257877900
 258.9463888862263 -44.1286936184347
 003.6176727485500 +56.2529376048300
 246.9362339861500 -56.7855997477200
 072.2869585573100 -70.8450497690300
 213.7602574614200 -62.7359273955400
 013.0788982692100 -73.3790365736400
 222.3692046580729 -60.9109829008394
 015.0492287019100 -71.8472802622700
 010.52638335000   +40.77236075000  
 085.5237899377900 -68.8817369527600
 290.2185830400433 +15.5542103285336
 010.5060071504900 +40.8052932119900
 013.8510526438600 -71.1278363053900
 011.25026010000   +42.11374312000  
 084.6041043220300 -66.6819865339100
 250.93125         -46.17236        
 077.5837761313500 -63.9824638331600
 017.5560781102100 -72.4405936253100
 073.2086295657200 -68.1926530849900
 075.3798302847100 -67.7883728277300
 009.9327476680900 -74.3457356424100
 076.0714405034150 -66.2088884370336
 280.6270430341500 -04.3306532452500
 301.7408657495129 +33.8441341691439
 011.4489741700800 +41.8915621016500
 010.4846327896617 -72.9443271696856
 009.3282532465500 +63.2156832896200
 010.01857834000   +40.94867543000  
 012.8372936943700 -73.8895771556900
 011.6267713592900 -73.3230138247500
 249.2202223720400 -28.0928384702200
 267.60308         -26.45703        
 088.1919466766500 -68.7850003990500
 210.4576057191063 -57.3379229377647
 264.0175779961100 -32.3371472188800
 268.9788325875600 -31.4696232680100
 010.91796124000   +41.73057423000  
 088.0796569684867 +17.7442580725378
 269.3797965322699 -29.3637793554900
 017.1202382319400 -71.8114884462400
 014.9846661555400 -72.9233035619092
 260.35367         -36.08447        
 157.7605657213900 -58.4363497898600
 010.5590980193400 +40.9240994371500
 013.1379325882900 -71.9050703129900
 260.1797616681221 -15.1482853892342
 079.0126794858600 -66.1679117327200
 016.8945219365700 -72.8838936617500
 010.1707218628200 -73.9451879839700
 170.0544650666600 -61.5042986820400
 086.7331148512483 -67.1559995529861
 078.5766700361079 -65.5099983644142
 084.1216757601600 -66.6884964878200
 009.3873015865100 -73.7296824095400
 014.5362933976200 -71.5035278960700
 256.9282307343112 -55.3807800738600
 086.6276257532400 -69.4961311398200
 112.9545398031200 -20.1496671188200
 263.2295945407500 -38.5535864963200
 011.2702362177500 -73.7058685552000
 010.05039499000   +40.68237887000  
 080.5421596106500 -69.5716732959800
 012.9973682565700 -74.1450682515800
 088.6198118839800 +12.5321303533200
 016.2127340512900 -73.2202473241600
 293.1955385497017 +23.4798447416053
 080.2480748409900 -65.4597625678900
 016.9921813735600 -73.8453095870900
 004.4899500623100 -73.2717345184900
 268.8148205344799 -30.9931276570700
 215.9911926056462 -01.0028511482236
 010.94434255000   +41.80140742000  
 016.1247851728500 -71.4933821314600
 300.4034864280967 +30.0589110722225
 244.2432576245400 -46.4551680795000
 262.4214640932083 -18.8195903480803
 272.4773330451900 +23.9638288169800
 014.3614685301900 -71.7414666989500
 012.7709021188900 -74.1901194263400
 269.54229         -21.46556        
 018.2861262114600 -71.8782212451200
 241.28621         -52.15053        
 016.9697077774600 -71.2370520721000
 081.3821444169300 -71.3713842795100
 078.9455979863900 -65.9602635167400
 236.7956840291500 -55.4248088974100
 076.3104758130800 -68.7686749897300
 272.8636592189296 -53.9812793328155
 009.85970         +40.56130        
 269.71483         -24.58467        
 013.1763591334500 -72.7113814949600
 008.2734124426000 -73.5398574138300
 010.1919412346000 -73.7170922349400
 094.7192045878300 -67.6101744400400
 222.5314632708100 -59.9420473304814
 011.7037411523100 +42.0003636880400
 283.3807186301200 +00.3573273276900
 284.5288675919700 -02.9852788364600
 008.3466015649700 -73.6806258472900
 017.4086004572300 -72.8585528819000
 084.3018285942400 -70.3731460446300
 010.7523072496000 -72.9695266744000
 084.5062045813800 -65.3164296927700
 178.52133         -62.08278        
 080.7930185960300 -70.2864043923800
 145.8977201063500 -57.2383134430800
 016.0831212348800 -72.8371377455900
 297.1023464445692 +29.1224981861361
 011.9891393000267 -73.0588069108431
 085.76171         -70.38022        
 011.4958351111900 -73.3615501110200
 082.5692481837100 -67.4008272016000
 073.5873720632000 -68.0640198940300
 007.2870411511200 -72.8860520726700
 017.7604244849600 -73.1618342552900
 077.1974522110400 -66.8619260265300
 012.5312494769800 -73.6773151996100
 013.075418        -73.032288       
 081.7325748129200 -70.0797981683300
 290.5596068784892 +14.5209175705075
 010.2055135658900 +41.2761421845200
 011.2427284005400 +41.8973194195100
 009.9938394663700 +40.4749101354600
 272.0998114437421 -31.2506725887872
 178.7492796127200 -64.2100602847300
 013.2825763781300 -72.7885668609400
 010.3701864929400 -73.3835923187250
 112.6674973076921 -28.9900246986797
 010.9219688600188 -73.6145767062250
 084.1212942793300 -66.6573990806500
 250.8098604802600 -64.8602966657800
 011.75541694000   +41.78265213000  
 228.3043614085200 -61.0149509824500
 011.6993428226600 -73.9201952105300
 015.1574633735900 -73.8880457646700
 078.4119026408500 -65.4659888178900
 014.0154595015800 -73.2291073541700
 126.0412893460600 -41.8005098363600
 087.2356080956300 -71.0759510666100
 081.86929         -70.17553        
 079.2789973112800 -70.1068491877300
 274.9490881136900 -31.4156437873025
 140.1543763541800 -56.8540179793700
 313.4213816861250 +46.4377909376900
 006.6498268985200 +60.7981759346600
 081.8848606048400 -66.3043680079800
 010.3888404222700 +41.3477528342600
 188.4916357922200 -64.1860463976200
 015.5334098769900 -72.6637047845700
 080.7525046586400 -69.5382013797400
 011.34711669000   +41.59662993000  
 230.8268177214300 -61.2170867792300
 015.8304950967800 -73.3684174154800
 016.7947103937300 -72.5575859959500
 073.9283899664300 -71.3977557248200
 007.4415726622200 -73.9567218427100
 013.0347312048500 -72.4850272822100
 247.5364997562767 -51.2989116906142
 078.1950933137000 -69.3558677739500
 013.98783         -71.48981        
 084.4595811533200 -70.3451607342200
 080.7646025776400 -66.8511975857600
 089.38758         -69.19611        
 010.0805638852600 +40.5230518861700
 078.5871170833200 -66.0610316979200
 010.6975717535700 +41.6874108901900
 011.20461650000   +41.86322252000  
 278.3968137638300 -10.4272572918200
 010.62736422000   +40.97732578000  
 010.1406175517600 +40.6206938821400
 091.8417750444200 +08.5667989702300
 297.0269972684621 +26.0908424570053
