mjd,mag,magerr
58320.4910648,17.48169,0.02275356
58323.4889236,17.153679,0.019304818
58329.4948611,17.68911,0.025537351
58332.4203241,17.222977,0.019948533
58335.46125,17.2608,0.020317836
58338.4842477,17.75967,0.026610503
58342.4968056,17.229897,0.020015134
58345.4872222,17.19745,0.019706553
58348.4512269,17.739902,0.026302923
58351.4888426,17.477886,0.022707293
58354.4779051,17.127506,0.019072358
58354.4826157,17.145039,0.019227443
58356.3860532,17.364216,0.021396454
58357.3905671,17.491453,0.02287311
58357.4531366,17.541111,0.02349792
58357.5139005,17.571003,0.023887955
58360.486088,17.667164,0.025217311
58362.4315509,17.319363,0.020915922
58365.4887153,17.173588,0.019485509
58368.4563657,17.669983,0.025258068
58371.4508218,17.584286,0.024064714
58374.4864583,17.17484,0.019496992
58377.4439352,17.41653,0.021982715
58380.4546528,17.769783,0.026770009
58383.3732292,17.267744,0.020387076
58383.517419,17.245152,0.020163476
58386.3418634,17.202234,0.019751463
58386.4289815,17.22542,0.019972004
58389.4851389,17.70676,0.0257994
58397.421412,17.351791,0.021261347
58423.3333565,17.46865,0.0225956
58425.2912731,17.160612,0.01936736
58425.3211574,17.15653,0.019330492
58427.2709375,17.232237,0.02003775
58429.3019676,17.536194,0.023434773
58431.2777546,17.719807,0.025995806
58431.3037037,17.756136,0.02655512
58434.3509144,17.30125,0.02072746
58437.3375694,17.190447,0.019641165
58443.3584722,17.524662,0.023287788
58447.4019097,17.12958,0.01909056
58450.3434028,17.611532,0.02443408
58455.2623495,17.25935,0.020303441
58455.3145486,17.222187,0.019940965
58455.3316319,17.20718,0.019798111
58457.2214352,17.15492,0.019315993
58462.2930556,17.75848,0.026591834
58465.2585417,17.280052,0.020510884
58471.2067014,17.62276,0.024588985
58472.2665972,17.702602,0.025737286
58476.3270602,17.18597,0.019599594
58482.1958681,17.749222,0.026447255
58486.1407523,17.235977,0.020074012
58490.171412,17.409414,0.021901287
58493.259838,17.692879,0.02559296
58503.2605208,17.573423,0.02392
58504.2811806,17.5849,0.024072934
58507.2207176,17.205914,0.019786151
58510.216956,17.36377,0.021391582
58514.1353819,17.648075,0.024944097
58522.1953009,17.663197,0.025160136
58547.132419,17.339687,0.021131193
58560.1416435,17.228611,0.020002734
58573.135463,17.562107,0.023770753
58584.1363426,17.72771,0.026115943
58584.1407407,17.71416,0.025910527
58584.1451389,17.57565,0.023949534
58584.149537,17.480404,0.02273791
58586.1444907,17.589859,0.024139518
58587.1410532,17.480045,0.022733541
58587.1455324,17.512802,0.023138236
58587.15,17.424534,0.022074929
58587.1544676,17.401785,0.021814588
58594.1382755,17.588408,0.02412001
58594.1421528,17.661512,0.025135938
58594.1460417,17.576948,0.023966804
58594.1499074,17.567955,0.02384769
58693.4874769,17.158852,0.01935144
58696.4944444,17.542294,0.02351315
58699.4950347,17.61164,0.024435569
58704.4947454,17.27486,0.020458478
58707.4940625,17.644941,0.02489969
58712.4515394,17.222992,0.019948682
58715.4443171,17.331062,0.021039344
58724.486956,17.23173,0.02003285
58727.4995139,17.585072,0.024075236
58732.4859838,17.255245,0.02026279
58735.4922685,17.287018,0.020581577
58738.5174306,17.660477,0.025121065
58741.4453819,17.427097,0.022104602
58744.4435069,17.202011,0.019749368
58748.4606134,17.625496,0.02462697
58751.5054282,17.464851,0.022549912
58756.4845486,17.310957,0.020828055
58763.4857176,17.254726,0.020257665
58766.5196412,17.261684,0.020326644
58769.4273495,17.70454,0.025766214
58772.3823495,17.422432,0.022050634
58775.3623611,17.139404,0.019177329
58784.386169,17.262112,0.020330887
58786.2316204,17.169106,0.019444533
58786.234838,17.160902,0.019369982
58786.2376042,17.175882,0.019506551
58786.2408565,17.161425,0.01937472
58786.2426736,17.223396,0.01995256
58786.245,17.227848,0.019995376
58786.2481944,17.224663,0.019964727
58786.2948958,17.28002,0.020510545
58786.298206,17.233517,0.020050148
58786.3005556,17.173779,0.019487256
58786.3024537,17.206064,0.019787567
58786.3067708,17.203121,0.019759811
58786.3095949,17.258081,0.02029086
58786.3123611,17.215084,0.019873096
58786.3148958,17.25081,0.020219043
58786.3177778,17.21651,0.019886693
58786.3216551,17.22366,0.019955087
58786.3228009,17.217157,0.019892868
58786.3266667,17.18629,0.019602569
58786.330706,17.2409,0.020121913
58786.333206,17.243164,0.020144032
58786.3778935,17.175686,0.019504746
58786.3817593,17.181114,0.01955469
58786.3829977,17.174152,0.019490674
58786.3873495,17.232998,0.020045126
58786.3917477,17.181847,0.019561455
58786.3937153,17.18866,0.019624548
58786.3964699,17.2552,0.020262342
58786.3997106,17.21161,0.01984008
58786.4031481,17.194912,0.019682808
58786.4070139,17.239006,0.020103464
58786.4094097,17.219078,0.019911207
58786.4128472,17.213177,0.019854948
58786.4163194,17.21733,0.019894516
58786.4621296,17.23301,0.020045228
58786.463125,17.280308,0.020513466
58786.4663542,17.19405,0.019674756
58786.4709606,17.201267,0.019742373
58786.4728472,17.213337,0.019856479
58786.4747106,17.198376,0.019715222
58786.4788889,17.235842,0.020072691
58786.4807639,17.246225,0.020173999
58786.4825926,17.24002,0.020113347
58786.4862963,17.216068,0.019882478
58786.4895486,17.177355,0.019520076
58786.4932292,17.334396,0.021074764
58786.4941319,17.26604,0.020370051
58786.4983218,17.343388,0.021170827
58787.2303704,17.300766,0.020722467
58787.233588,17.342024,0.021156205
58787.2363426,17.299908,0.020713618
58787.2396065,17.23766,0.020090355
58787.2414352,17.285353,0.020564634
58787.24375,17.274883,0.020458717
58787.246956,17.331144,0.021040218
58787.2934144,17.300297,0.020717623
58787.2967361,17.314775,0.020867892
58787.2990972,17.285316,0.020564271
58787.3009838,17.332924,0.021059114
58787.3053125,17.32357,0.020960148
58787.308125,17.354172,0.021287115
58787.3108912,17.293081,0.020643488
58787.3134491,17.317825,0.020899797
58787.3163194,17.300396,0.020718643
58787.3201968,17.30035,0.020718178
58787.3213542,17.298935,0.020703599
58787.3252315,17.344196,0.021179512
58787.3292824,17.294806,0.020661164
58787.331794,17.309036,0.02080808
58787.3436111,17.304417,0.020760177
58787.3788657,17.309769,0.020815702
58787.3827083,17.28138,0.020524314
58787.3839236,17.317585,0.020897273
58787.3882639,17.336723,0.02109955
58787.3926273,17.29905,0.020704778
58787.3940741,17.326557,0.02099166
58787.3967477,17.330055,0.021028664
58787.3999769,17.315788,0.020878471
58787.4034028,17.346348,0.021202628
58787.4072569,17.315006,0.020870294
