mjd,mag,magerr
58363.48125,16.602661,0.015758688
58366.5015856,16.736736,0.01617787
58369.5021065,16.753834,0.016239267
58377.4531944,16.330376,0.015207993
58380.4783333,16.292446,0.015159297
58386.4234838,16.668324,0.01595053
58397.4568866,16.454594,0.01541331
58422.3777546,16.279728,0.015144361
58425.4183681,16.319551,0.015193453
58428.3580556,16.511845,0.015533163
58429.3923843,16.49044,0.0154864015
58431.3771065,16.672985,0.015965119
58432.3721528,16.726376,0.016141579
58434.3542014,16.732138,0.016161684
58436.3621528,16.440403,0.015386142
58437.3762153,16.711388,0.016090263
58439.3133449,16.524864,0.015562776
58441.3884606,16.504723,0.015517346
58442.3323843,15.97286,0.0149747515
58443.3896875,16.398056,0.01531088
58447.3045023,16.397625,0.015310154
58447.3977546,16.301397,0.015170223
58449.4054861,16.337555,0.0152179245
58456.2485069,16.747444,0.016216107
58456.289375,16.75415,0.016240416
58466.3160069,16.276749,0.015140961
58472.2723495,16.470646,0.01544524
58476.306088,16.689049,0.016016372
58480.2939236,16.769741,0.016298076
58491.2380903,16.328297,0.01520516
58503.2722222,16.796598,0.016401127
58506.2320255,16.55606,0.015637383
58509.2534259,16.397732,0.015310337
58534.1910301,16.276522,0.0151407
58538.1475347,16.501913,0.015511176
58547.1273495,16.711927,0.016092088
58568.1283796,16.74779,0.016217345
58574.1303356,16.527998,0.015570041
58723.5031366,16.366589,0.015260435
58726.5033912,16.300514,0.0151691325
58730.5013426,16.422447,0.015353173
58733.5182986,16.609982,0.015778843
58736.5205324,16.731869,0.01616074
58739.4630208,16.701862,0.016058384
58740.4973032,16.712177,0.016092937
58748.4759259,16.28664,0.015152391
58756.5005671,16.607845,0.015772931
58757.4641782,16.705639,0.016070958
58759.5007755,16.702908,0.016061857
58761.4914931,16.76092,0.016265262
58763.5009606,16.718431,0.016114207
58766.5233912,16.594234,0.015735853
58769.4593519,16.354242,0.015241892
58770.4222338,16.292435,0.015159283
58771.4564005,16.328583,0.015205548
58775.3604398,16.52582,0.01556499
58776.4601736,16.47673,0.015457679
58777.466794,16.51869,0.015548625
58782.4572569,16.731735,0.01616027
58783.5077894,16.711643,0.016091134
58785.4827778,16.735317,0.016172865
58792.4699537,16.349167,0.015234466
58795.4271296,16.323082,0.015198142
58805.3777546,16.747509,0.01621634
58812.3128241,16.333996,0.015212973
58830.3144329,16.617592,0.015800124
58831.2606713,16.51033,0.015529781
58833.3265625,16.44125,0.015387733
58835.4111806,16.47076,0.015445469
58838.2325231,16.381136,0.015283182
58852.178125,16.550365,0.015623371
