mjd,mag,magerr
58280.4525579,20.725727,0.2069341
58289.428044,20.088928,0.1338462
58291.4209606,20.480297,0.18173148
58291.4484954,20.263184,0.15337394
58293.4332407,20.203854,0.14641948
58293.4494676,20.653288,0.1997453
58303.4557639,20.702831,0.20466197
58311.3598843,21.01832,0.23597014
58312.3747222,20.526394,0.18715274
58312.4721991,20.786839,0.21299851
58316.3939583,20.345009,0.16351092
58317.3746181,20.46634,0.17976454
58318.421331,20.982323,0.23239791
58321.4170718,21.008316,0.23497736
58321.4363079,20.775116,0.21183527
58321.4535301,20.663183,0.20072734
58321.4544676,20.722567,0.20662034
58322.4437153,20.890066,0.22324264
58323.4168519,20.303402,0.15827596
58343.4043519,20.834015,0.21768034
58349.3918519,20.548105,0.18930733
58349.4278704,20.873646,0.22161305
58351.4396296,20.980597,0.23222649
58352.408831,20.792814,0.2135917
58352.4098032,20.894714,0.22370398
58352.4195833,21.023563,0.2364906
58363.3160301,20.10611,0.13565311
58363.3423032,20.23226,0.14970858
58364.2795718,20.425835,0.17417137
58364.2852778,20.512674,0.18579113
58366.4099537,20.236761,0.1502366
58366.4199306,20.545895,0.18908799
58366.438287,20.36062,0.165519
58367.4165509,20.733742,0.20772946
58368.3725116,20.782755,0.2125932
58368.4164352,20.676416,0.20204055
58369.3201157,20.881828,0.2224251
58370.3392708,20.635853,0.1980151
58370.3644213,20.750118,0.20935452
58370.3653356,21.046366,0.23875344
58370.3803009,20.911987,0.22541797
58371.3879861,20.236801,0.15024136
58372.4084491,20.655619,0.19997656
58372.4247222,20.77369,0.21169364
58373.3841435,21.067434,0.24084413
58374.4231829,20.886806,0.2229191
58375.42625,20.351309,0.16431855
58375.4588194,20.516766,0.18619716
58376.3072454,20.815168,0.21580994
58376.3226968,21.090786,0.24316156
58376.4481944,20.762827,0.21061575
58377.3640278,20.726753,0.2070359
58378.3277778,20.884579,0.22269809
58382.4489931,20.592604,0.19372332
58383.4288079,20.55369,0.18986142
58383.4504398,20.347498,0.16382946
58388.3355093,20.328102,0.16136341
58389.3809606,20.527523,0.1872648
