mjd,mag,magerr
58291.4690394,21.151476,0.29676414
58312.4535069,21.065159,0.28721857
58316.4528356,21.37267,0.32122564
58316.4671644,21.43667,0.32830334
58319.4675347,21.248997,0.30754876
58320.3747685,21.186956,0.3006878
58321.4745023,21.385927,0.32269168
58321.4754514,21.37075,0.32101345
58322.4880671,21.430305,0.32759953
58324.4655556,20.802473,0.25816846
58324.4665046,21.508411,0.33623695
58331.4077894,20.94813,0.2742765
58346.4051157,21.36871,0.32078767
58347.4237616,21.069633,0.2877133
58348.4097801,21.241804,0.3067534
58348.4285185,21.339436,0.31755018
58349.4668981,21.297367,0.31289792
58349.4678125,21.287357,0.31179094
58350.393125,21.369242,0.32084656
58350.4024421,21.328442,0.3163345
58351.3673495,21.152802,0.29691076
58352.4689352,21.497898,0.33507442
58352.4698843,21.417765,0.32621264
58352.4804282,21.194717,0.3015461
58353.4310301,21.135662,0.29501534
58353.4552315,21.15889,0.29758406
58353.5029514,21.102398,0.29133677
58354.4698148,21.17892,0.2997992
58361.3141667,20.817337,0.25981236
58363.4326042,20.892748,0.26815176
58364.3614352,21.145966,0.29615474
58365.3931134,21.299484,0.31313205
58366.3473958,21.323706,0.31581068
58366.3615394,21.346684,0.31835175
58366.3812963,21.198557,0.30197072
58367.3381944,21.34869,0.3185737
58368.4253356,21.281961,0.31119442
58371.4083449,21.38216,0.32227516
58373.4528125,21.399298,0.32417035
58374.3401157,21.262474,0.30903935
58374.359537,21.631668,0.34986782
58375.3506134,21.49154,0.33437133
58375.3688194,21.643007,0.35112166
58375.4061111,21.340256,0.31764102
58376.416956,21.223095,0.3046844
58377.3048958,21.360992,0.31993413
58377.4114931,21.528797,0.33849144
58378.4084838,21.384438,0.32252693
58378.4179167,21.079409,0.28879428
58379.4041667,21.13847,0.29532576
58379.4051042,21.242989,0.3068843
58380.3287731,21.437183,0.32836008
58380.4507292,21.319439,0.31533885
58383.3416667,21.058498,0.28648186
58388.2627315,20.748829,0.25223613
58390.2104282,21.060429,0.28669548
58434.201412,20.79304,0.25712538
58665.4522106,21.11533,0.2927668
58676.4655556,21.300814,0.31327915
58693.4688194,21.553196,0.34118962
58696.4709144,20.985744,0.27843618
58696.4755324,21.400608,0.3243153
58697.4085532,21.2794,0.31091094
58698.4216435,21.15775,0.29745793
58703.4296759,21.126541,0.2940066
58705.4671296,21.06009,0.2866578
58706.4081366,21.463562,0.33127713
58711.4370255,20.840408,0.26236367
58715.4238773,21.114483,0.2926731
58718.473588,21.032616,0.28361964
58719.4182523,21.161552,0.2978785
58720.3843403,21.2186,0.3041873
58725.4861574,21.462212,0.33112788
58727.487662,21.281532,0.31114697
58727.5020139,21.06882,0.2876234
58732.4667708,21.097599,0.29080606
58735.3849653,20.7934,0.2571652
58745.3521991,20.776112,0.25525331
58747.4212153,20.628496,0.2389288
58756.3957176,20.924393,0.2716515
58758.31875,21.228989,0.30533624
58760.3231019,20.738655,0.25111103
58761.3419097,21.103233,0.29142904
58761.3607755,21.104519,0.29157114
58763.3149421,21.266033,0.30943274
58764.4212384,20.83491,0.2617557
58765.425,21.563776,0.34235978
58776.1315741,21.105492,0.2916789
58778.1321644,21.15873,0.2975664
58779.131956,21.060072,0.2866559
58790.1630208,20.951164,0.27461195
58812.2414583,21.073627,0.28815508
58874.1147569,21.00417,0.2804737
58995.4682639,21.121826,0.29348516
59045.3654745,21.25343,0.30803895
59046.4475116,21.253681,0.30806684
