mjd,mag,magerr
58206.1394907,12.763832,0.015339465
58320.4653472,13.117095,0.015187464
58327.4872338,12.632048,0.015400002
58330.4872222,12.803934,0.015321418
58333.4659954,13.093471,0.015197092
58340.4859838,12.648965,0.01539213
58343.442037,12.943365,0.015260163
58346.4965509,13.047589,0.015216031
58349.4427199,12.673975,0.0153805455
58352.4514815,12.661588,0.015386276
58361.4533912,12.681948,0.015376867
58365.4519213,12.679766,0.015377874
58368.4857523,13.061117,0.015210414
58371.4861574,12.983866,0.015242836
58374.4793056,12.700097,0.015368515
58377.4872685,12.757141,0.0153424945
58380.4988657,12.836467,0.015306914
58383.4617477,12.94249,0.01526054
58384.3593287,12.824552,0.015312212
58385.4379398,12.751037,0.015345261
58386.5183796,12.702634,0.01536735
58388.4123843,12.644517,0.015394199
58397.393206,12.7826,0.015330996
58422.4102315,12.764458,0.015339182
58425.3511574,12.653898,0.015389841
58425.3913773,12.649676,0.0153918
58426.3444444,12.685655,0.015375159
58428.3312963,12.767309,0.015337893
58430.306875,13.0391035,0.0152195655
58431.4076736,13.15554,0.0151719805
58434.3853009,12.745383,0.015347829
58436.2428241,12.655722,0.0153889945
58437.4135185,12.622043,0.015404672
58440.402662,12.774802,0.015334511
58443.2221412,13.214598,0.015148659
58443.2573611,13.2127075,0.015149398
58450.4020833,12.667304,0.015383629
58462.25875,12.664777,0.0153848
58465.2172801,12.836083,0.015307084
58474.109213,12.637299,0.015397556
58480.2647801,13.163744,0.015168707
58483.157963,12.782264,0.015331148
58488.1774537,12.680434,0.015377564
58493.1915509,13.190284,0.015158191
58494.17375,13.026322,0.015224912
58495.1637153,12.858922,0.015296975
58503.1897685,12.839465,0.015305582
58505.2165162,13.161265,0.015169694
58507.1688773,12.838239,0.015306127
58510.1847685,12.6761465,0.015379543
58514.147963,12.857726,0.015297503
58523.1434259,12.619696,0.015405768
58534.148044,12.671376,0.015381747
58538.1292477,12.670874,0.015381979
58547.215081,12.607864,0.015411303
58694.4648148,12.6934595,0.015371566
58698.4692477,12.753762,0.015344026
58701.4752199,13.169455,0.015166434
58704.4539815,12.788518,0.015328335
58707.4478125,12.643335,0.015394747
58711.4997222,12.831972,0.01530891
